gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2226287200	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS675238311	Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga	Setophaga coronata		SPECIES	Setophaga coronata (Linnaeus, 1766)	Setophaga coronata		US	Lake Yosemite Co. Park	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-11-10T00:00:00Z	10	11	2018	7341805	7341805	HUMAN_OBSERVATION	CLO	EBIRD	OBS675238311				CC0_1_0		obsr990157			2019-09-21T02:38:49.482Z		
2222131806	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037865	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Sayornis	Sayornis saya		SPECIES	Sayornis saya (Bonaparte, 1825)	Sayornis saya		US	Lake Yosemite Co. Park	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	2483607	2483607	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037865				CC0_1_0		obsr144128			2019-09-21T02:30:07.784Z		
2222131712	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037864	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Zonotrichia	Zonotrichia leucophrys		SPECIES	Zonotrichia leucophrys (J.R.Forster, 1772)	Zonotrichia leucophrys		US	Lake Yosemite Co. Park	California		4	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	5231132	5231132	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037864				CC0_1_0		obsr144128			2019-09-21T02:31:52.878Z		
2222131687	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037874	Animalia	Chordata	Aves	Passeriformes	Ptilogonatidae	Phainopepla	Phainopepla nitens		SPECIES	Phainopepla nitens (Swainson, 1838)	Phainopepla nitens		US	Lake Yosemite Co. Park	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	2492885	2492885	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037874				CC0_1_0		obsr144128			2019-09-20T21:53:25.265Z		
2222131342	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037876	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	Podiceps nigricollis		SPECIES	Podiceps nigricollis C.L.Brehm, 1831	Podiceps nigricollis		US	Lake Yosemite Co. Park	California		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	2482065	2482065	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037876				CC0_1_0		obsr144128			2019-09-21T01:43:11.392Z		
2222131095	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037866	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	Streptopelia decaocto		SPECIES	Streptopelia decaocto (Frivaldszky, 1838)	Streptopelia decaocto		US	Lake Yosemite Co. Park	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	2495696	2495696	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037866				CC0_1_0		obsr144128			2019-09-21T03:08:07.023Z		
2222130818	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670037878	Animalia	Chordata	Aves	Passeriformes	Mimidae	Mimus	Mimus polyglottos		SPECIES	Mimus polyglottos (Linnaeus, 1758)	Mimus polyglottos		US	Lake Yosemite Co. Park	California		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.37125	-120.42867							2018-10-24T00:00:00Z	24	10	2018	5231677	5231677	HUMAN_OBSERVATION	CLO	EBIRD	OBS670037878				CC0_1_0		obsr144128			2019-09-21T00:19:11.761Z		
2222127893	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670029677	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco sparverius		SPECIES	Falco sparverius Linnaeus, 1758	Falco sparverius		US	Lake Yosemite--west shore	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.375239	-120.438051							2018-10-24T00:00:00Z	24	10	2018	9685907	9685907	HUMAN_OBSERVATION	CLO	EBIRD	OBS670029677				CC0_1_0		obsr144128			2019-09-20T20:13:55.705Z		COORDINATE_ROUNDED
2222127682	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS670029676	Animalia	Chordata	Aves	Passeriformes	Icteridae	Euphagus	Euphagus cyanocephalus		SPECIES	Euphagus cyanocephalus (Wagler, 1829)	Euphagus cyanocephalus		US	Lake Yosemite--west shore	California		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.375239	-120.438051							2018-10-24T00:00:00Z	24	10	2018	2484183	2484183	HUMAN_OBSERVATION	CLO	EBIRD	OBS670029676				CC0_1_0		obsr144128			2019-09-20T18:57:31.267Z		COORDINATE_ROUNDED
2220411781	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037303	Animalia	Chordata	Aves	Passeriformes	Regulidae	Regulus	Regulus calendula		SPECIES	Regulus calendula (Linnaeus, 1766)	Regulus calendula		US	Lake Yosemite	California		7	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	2484597	2484597	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037303				CC0_1_0		obsr292969			2019-09-21T02:14:05.266Z		
2220403637	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037301	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella neglecta		SPECIES	Sturnella neglecta Audubon, 1844	Sturnella neglecta		US	Lake Yosemite	California		19	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	9596413	9596413	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037301				CC0_1_0		obsr292969			2019-09-20T23:36:25.316Z		
2220400528	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037299	Animalia	Chordata	Aves	Passeriformes	Corvidae	Aphelocoma	Aphelocoma californica		SPECIES	Aphelocoma californica (Vigors, 1839)	Aphelocoma californica		US	Lake Yosemite	California		3	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	2482414	2482414	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037299				CC0_1_0		obsr292969			2019-09-20T15:43:21.913Z		
2220399731	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037306	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris		SPECIES	Sturnus vulgaris Linnaeus, 1758	Sturnus vulgaris		US	Lake Yosemite	California		17	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	9809229	9809229	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037306				CC0_1_0		obsr292969			2019-09-21T03:11:43.155Z		
2220397076	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037315	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	Egretta thula		SPECIES	Egretta thula (Molina, 1782)	Egretta thula		US	Lake Yosemite	California		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	2480873	2480873	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037315				CC0_1_0		obsr292969			2019-09-20T18:40:38.373Z		
2220357791	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037291	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida macroura		SPECIES	Zenaida macroura (Linnaeus, 1758)	Zenaida macroura		US	Lake Yosemite	California		4	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	2495347	2495347	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037291				CC0_1_0		obsr292969			2019-09-21T02:26:06.649Z		
2220357410	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037300	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Aechmophorus	Aechmophorus clarkii		SPECIES	Aechmophorus clarkii (Lawrence, 1858)	Aechmophorus clarkii		US	Lake Yosemite	California		3	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	2482032	2482032	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037300				CC0_1_0		obsr292969			2019-09-20T15:12:26.603Z		
2220355085	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS678037307	Animalia	Chordata	Aves	Accipitriformes	Pandionidae	Pandion	Pandion haliaetus		SPECIES	Pandion haliaetus (Linnaeus, 1758)	Pandion haliaetus		US	Lake Yosemite	California		1	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.377	-120.43							2018-11-16T00:00:00Z	16	11	2018	2480726	2480726	HUMAN_OBSERVATION	CLO	EBIRD	OBS678037307				CC0_1_0		obsr292969			2019-09-20T23:12:11.647Z		
2218181964	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665599990	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella neglecta		SPECIES	Sturnella neglecta Audubon, 1844	Sturnella neglecta		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		16	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	9596413	9596413	HUMAN_OBSERVATION	CLO	EBIRD	OBS665599990				CC0_1_0		obsr934152			2019-09-20T23:36:04.805Z		COORDINATE_ROUNDED
2218175436	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665600000	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus verticalis		SPECIES	Tyrannus verticalis Say, 1823	Tyrannus verticalis		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		5	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	5229675	5229675	HUMAN_OBSERVATION	CLO	EBIRD	OBS665600000				CC0_1_0		obsr934152			2019-09-21T02:11:42.888Z		COORDINATE_ROUNDED
2218169021	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665602391	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	Buteo jamaicensis		SPECIES	Buteo jamaicensis (Gmelin, 1788)	Buteo jamaicensis		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-04-18T00:00:00Z	18	4	2018	2480542	2480542	HUMAN_OBSERVATION	CLO	EBIRD	OBS665602391				CC0_1_0		obsr934152			2019-09-20T16:56:52.987Z		COORDINATE_ROUNDED
2218155893	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665602392	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius vociferus		SPECIES	Charadrius vociferus Linnaeus, 1758	Charadrius vociferus		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-04-18T00:00:00Z	18	4	2018	2480320	2480320	HUMAN_OBSERVATION	CLO	EBIRD	OBS665602392				CC0_1_0		obsr934152			2019-09-20T18:03:59.350Z		COORDINATE_ROUNDED
2218154273	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665602402	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	Sturnella neglecta		SPECIES	Sturnella neglecta Audubon, 1844	Sturnella neglecta		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		11	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-04-18T00:00:00Z	18	4	2018	9596413	9596413	HUMAN_OBSERVATION	CLO	EBIRD	OBS665602402				CC0_1_0		obsr934152			2019-09-20T23:36:05.421Z		COORDINATE_ROUNDED
2218152419	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665599989	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus rubescens		SPECIES	Anthus rubescens (Tunstall, 1771)	Anthus rubescens		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	2490263	2490263	HUMAN_OBSERVATION	CLO	EBIRD	OBS665599989				CC0_1_0		obsr934152			2019-09-20T15:58:38.853Z		COORDINATE_ROUNDED
2218151906	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665602407	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus	Myiarchus cinerascens		SPECIES	Myiarchus cinerascens (Lawrence, 1851)	Myiarchus cinerascens		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-04-18T00:00:00Z	18	4	2018	2483600	2483600	HUMAN_OBSERVATION	CLO	EBIRD	OBS665602407				CC0_1_0		obsr934152			2019-09-20T22:57:51.250Z		COORDINATE_ROUNDED
2218151275	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665602395	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Tachycineta	Tachycineta bicolor		SPECIES	Tachycineta bicolor (Vieillot, 1808)	Tachycineta bicolor		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-04-18T00:00:00Z	18	4	2018	2489181	2489181	HUMAN_OBSERVATION	CLO	EBIRD	OBS665602395				CC0_1_0		obsr934152			2019-09-21T03:20:25.271Z		COORDINATE_ROUNDED
2218151223	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665599992	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	Ardea alba		SPECIES	Ardea alba Linnaeus, 1758	Ardea alba		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		7	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	9752617	9752617	HUMAN_OBSERVATION	CLO	EBIRD	OBS665599992				CC0_1_0		obsr934152			2019-09-20T16:06:57.072Z		COORDINATE_ROUNDED
2218147616	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665600007	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius	Charadrius vociferus		SPECIES	Charadrius vociferus Linnaeus, 1758	Charadrius vociferus		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		11	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	2480320	2480320	HUMAN_OBSERVATION	CLO	EBIRD	OBS665600007				CC0_1_0		obsr934152			2019-09-20T18:04:00.275Z		COORDINATE_ROUNDED
2218147235	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665600004	Animalia	Chordata	Aves	Passeriformes	Icteridae	Agelaius	Agelaius phoeniceus		SPECIES	Agelaius phoeniceus (Linnaeus, 1766)	Agelaius phoeniceus		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		9	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	9409198	9409198	HUMAN_OBSERVATION	CLO	EBIRD	OBS665600004				CC0_1_0		obsr934152			2019-09-20T15:07:43.209Z		COORDINATE_ROUNDED
2218145949	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665602399	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus verticalis		SPECIES	Tyrannus verticalis Say, 1823	Tyrannus verticalis		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		5	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-04-18T00:00:00Z	18	4	2018	5229675	5229675	HUMAN_OBSERVATION	CLO	EBIRD	OBS665602399				CC0_1_0		obsr934152			2019-09-21T02:11:41.396Z		COORDINATE_ROUNDED
2218145862	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665602406	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus	Anthus rubescens		SPECIES	Anthus rubescens (Tunstall, 1771)	Anthus rubescens		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		3	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-04-18T00:00:00Z	18	4	2018	2490263	2490263	HUMAN_OBSERVATION	CLO	EBIRD	OBS665602406				CC0_1_0		obsr934152			2019-09-20T15:58:38.036Z		COORDINATE_ROUNDED
2218144342	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665600006	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris		SPECIES	Sturnus vulgaris Linnaeus, 1758	Sturnus vulgaris		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		12	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	9809229	9809229	HUMAN_OBSERVATION	CLO	EBIRD	OBS665600006				CC0_1_0		obsr934152			2019-09-20T23:39:13.155Z		COORDINATE_ROUNDED
2218143953	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665599995	Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon pyrrhonota		SPECIES	Petrochelidon pyrrhonota (Vieillot, 1817)	Petrochelidon pyrrhonota		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		20	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-30T00:00:00Z	30	3	2018	2489169	2489169	HUMAN_OBSERVATION	CLO	EBIRD	OBS665599995				CC0_1_0		obsr934152			2019-09-20T23:31:01.215Z		COORDINATE_ROUNDED
2218143684	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS665598511	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	Zenaida macroura		SPECIES	Zenaida macroura (Linnaeus, 1758)	Zenaida macroura		US	Merced Vernal Pools and Grassland Reserve (restricted access)	California		7	e2e717bf-551a-4917-bdc9-4fa0f342c530	37.383594	-120.401058							2018-03-28T00:00:00Z	28	3	2018	2495347	2495347	HUMAN_OBSERVATION	CLO	EBIRD	OBS665598511				CC0_1_0		obsr934152			2019-09-21T04:02:43.245Z		COORDINATE_ROUNDED
